Host:,pi00,,,,User:,daniel,,,,,,,
Cmdline:,dstat --output 1W32B1R.log,,,,Date:,12 Jun 2015 18:30:52 PDT,,,,,,,
,,,,,,,,,,,,,
total cpu usage,,,,,,dsk/total,,net/total,,paging,,system,
usr,sys,idl,wai,hiq,siq,read,writ,recv,send,in,out,int,csw
98.5,0.75,0.75,0,0,0,0,0,0,0,0,0,1033,761
97.756,0.998,1.247,0,0,0,262144,16384,0,0,0,0,1050,809
90.394,3.941,4.68,0,0,0.985,21135360,0,27502,15552,0,0,1755,1674
92.02,1.995,3.242,0.748,0,1.995,24592384,0,27246,14514,0,0,1561,1496
96.758,0.998,1.247,0.748,0,0.249,18743296,188416,0,0,0,0,1353,1182
95.466,1.511,3.023,0,0,0,6782976,0,92,543,0,0,1172,1053
92.481,1.003,6.516,0,0,0,4194304,6258688,0,0,0,0,1272,1088
94.789,0.993,4.218,0,0,0,5242880,0,369,3080,0,0,1183,1104
95,0.25,4.5,0,0,0.25,4718592,0,144,909,0,0,1124,1005
96.5,0.5,3,0,0,0,6029312,147456,0,0,0,0,1179,1060
93.484,0,6.516,0,0,0,4718592,0,46,0,0,0,1139,1030
95.729,0.754,3.518,0,0,0,4718592,0,92,543,0,0,1128,1028
95,0.75,4.25,0,0,0,6553600,0,0,0,0,0,1166,1042
96.491,0,3.008,0,0,0.501,5767168,0,52,156,0,0,1154,995
93.25,0.5,6.25,0,0,0,5283840,0,92,543,0,0,1163,1087
95.97,1.008,2.771,0.252,0,0,5505024,24576,0,0,0,0,1157,1075
96.725,0.252,3.023,0,0,0,5021696,0,0,0,0,0,1128,1013
95.489,1.003,3.509,0,0,0,5275648,0,415,3623,0,0,1175,1078
92.786,0.498,6.716,0,0,0,5242880,0,0,0,0,0,1140,1048
95.99,0.251,3.509,0,0,0.251,4980736,0,0,0,0,0,1152,1056
63.889,0,36.111,0,0,0,3407872,0,92,543,0,0,944,868
60.25,0.25,39.25,0,0,0.25,1835008,24576,0,0,0,0,871,718
98.246,0.251,1.253,0,0,0.251,5505024,0,0,0,0,0,1157,982
94.5,0.75,4.75,0,0,0,4980736,0,144,909,0,0,1153,1003
95.214,0,4.786,0,0,0,5242880,0,0,0,0,0,1114,1004
95.75,1,3.25,0,0,0,5505024,0,0,0,0,0,1147,1019
97.481,0,2.015,0.504,0,0,4980736,0,92,543,0,0,1136,1051
91.272,0.249,8.479,0,0,0,4980736,32768,369,3213,0,0,1153,1101
93.734,0.752,5.514,0,0,0,4980736,0,0,0,0,0,1156,1051
96.241,1.003,2.757,0,0,0,4718592,0,92,543,0,0,1153,1069
97.494,0.501,2.005,0,0,0,5767168,0,46,0,0,0,1160,1066
85.93,0.251,13.819,0,0,0,4456448,0,0,0,0,0,1088,1002
42.965,0.251,56.784,0,0,0,1048576,32768,92,543,0,0,784,698
96.474,0.756,2.519,0,0,0.252,4718592,0,0,0,0,0,1126,1032
98,0.25,1.75,0,0,0,5242880,0,0,0,0,0,1138,1066
97.512,0.498,1.99,0,0,0,5505024,0,321,543,0,0,1154,1074
98.997,0.251,0.752,0,0,0,5505024,90112,0,0,0,0,1159,1082
98.741,0.252,1.008,0,0,0,5242880,49152,323,3225,0,0,1156,1086
97.995,0.501,1.504,0,0,0,5767168,0,144,909,0,0,1168,1107
98.75,0.25,1,0,0,0,4980736,0,0,0,0,0,1156,1084
98.246,0.501,1.253,0,0,0,5505024,0,0,0,0,0,1140,1090
98.75,0.5,0.75,0,0,0,5505024,131072,92,543,0,0,1212,1099
97.015,0.746,2.239,0,0,0,5505024,57344,0,0,0,0,1176,1119
97.243,1.253,1.504,0,0,0,5505024,0,0,0,0,0,1159,1073
98.997,0.251,0.752,0,0,0,5120000,0,92,543,0,0,1157,1032
97.007,0.499,2.494,0,0,0,3145728,0,0,0,0,0,1108,937
98.5,0,1.25,0,0,0.25,2752512,0,0,0,0,0,1101,905
98.5,0.5,0.75,0,0,0.25,401408,24576,461,3768,0,0,1075,860
99.244,0,0.756,0,0,0,0,0,0,0,0,0,1028,708
97.756,0,2.244,0,0,0,0,0,0,0,0,0,1035,711
98.25,0.75,1,0,0,0,0,0,138,543,0,0,1022,721
98.995,0.251,0.754,0,0,0,0,0,0,0,0,0,1022,702
98.01,0,1.99,0,0,0,0,24576,0,0,0,0,1043,740
95.477,0.251,4.02,0,0,0.251,0,0,144,909,0,0,991,696
98.75,0.5,0.75,0,0,0,0,0,0,0,0,0,1003,661
94.307,1.485,3.465,0.248,0,0.495,10059776,0,13787,7674,0,0,1329,1179
87.97,1.754,2.005,8.271,0,0,7536640,3129344,13715,7878,0,0,1319,1160
92.462,3.266,2.513,0.754,0,1.005,29319168,221184,27569,17594,0,0,1968,1710
97.5,0.75,1.75,0,0,0,12083200,0,0,0,0,0,1356,1143
94.25,0.25,5.5,0,0,0,4636672,0,92,543,0,0,1218,1066
96.222,1.259,2.519,0,0,0,5644288,0,0,0,0,0,1214,1045
95.25,0.75,3.75,0,0,0.25,5701632,0,0,0,0,0,1204,1094
96.742,0.251,3.008,0,0,0,7782400,139264,92,543,0,0,1269,1179
93.75,0.25,6,0,0,0,4636672,0,0,0,0,0,1175,1083
95.238,0.501,4.261,0,0,0,5120000,0,0,0,0,0,1249,1118
95.739,1.253,3.008,0,0,0,4579328,0,92,543,0,0,1232,1091
95.75,1,3.25,0,0,0,6086656,0,0,0,0,0,1285,1141
95.99,0.501,3.509,0,0,0,5545984,24576,375,3236,0,0,1281,1187
92.714,0.503,6.533,0.251,0,0,6348800,0,190,909,0,0,1267,1157
95.489,1.003,3.509,0,0,0,5062656,0,0,0,0,0,1209,1064
95.25,1.5,3,0,0,0.25,4587520,0,46,0,0,0,1184,1090
95.466,0.756,3.275,0.252,0,0.252,4595712,221184,0,0,0,0,1240,1050
76.309,0.748,9.726,12.968,0,0.249,4587520,3194880,92,543,0,0,1200,1103
93.199,0.252,6.297,0,0,0.252,4816896,0,0,0,0,0,1201,1071
95.262,0.499,3.99,0,0,0.249,5595136,0,92,543,0,0,1247,1101
94.25,0.75,4.75,0,0,0.25,4571136,0,0,0,0,0,1204,1069
41.772,0.253,57.975,0,0,0,1523712,0,0,0,0,0,784,659
49.622,0,50.378,0,0,0,1277952,57344,415,3672,0,0,858,746
98,0.5,1.25,0.25,0,0,5087232,0,0,0,0,0,1230,1064
96.517,0.498,2.736,0,0,0.249,5619712,0,0,0,0,0,1250,1123
94.697,0.758,4.545,0,0,0,4825088,0,92,543,0,0,1235,1079
96.5,0.25,3.25,0,0,0,4784128,0,0,0,0,0,1214,1049
96.241,0.501,3.008,0,0,0.251,4866048,0,0,0,0,0,1194,1068
93.97,0.503,5.528,0,0,0,4046848,32768,144,909,0,0,1211,1080
83.375,0.504,16.121,0,0,0,4333568,0,0,0,0,0,1151,1027
45.226,0.251,54.523,0,0,0,1286144,0,0,0,0,0,801,686
98.25,0.75,1,0,0,0,5390336,0,168,645,0,0,1232,1096
98.5,0.75,0.75,0,0,0,5685248,0,323,3225,0,0,1220,1086
97.494,0.752,1.754,0,0,0,4972544,32768,46,0,0,0,1197,1063
98.75,0.25,0.75,0,0,0.25,5505024,0,92,543,0,0,1165,1056
98.005,0.499,1.496,0,0,0,5234688,0,46,0,0,0,1171,1079
97.756,0.249,1.746,0,0,0.249,5406720,0,46,50,0,0,1217,1134
98.241,0.754,1.005,0,0,0,5701632,0,92,543,0,0,1205,1114
98.5,0.75,0.75,0,0,0,5242880,0,0,0,0,0,1201,1106
98.01,0.498,1.244,0,0,0.249,5120000,24576,0,0,0,0,1221,1127
97.487,0.503,1.759,0,0,0.251,5627904,0,92,543,0,0,1211,1124
98.246,0.501,1.253,0,0,0,5177344,0,0,0,0,0,1190,1067
98,1.25,0.75,0,0,0,5160960,0,435,3389,0,0,1215,1105
97,1,2,0,0,0,5234688,0,144,909,0,0,1180,1094
98.496,0.251,0.752,0,0,0.501,2981888,0,0,0,0,0,1127,988
98.5,0.75,0.75,0,0,0,2621440,24576,0,0,0,0,1108,961
98,0.5,1.5,0,0,0,1245184,0,92,543,0,0,1075,940
97.487,0.754,1.759,0,0,0,0,8192,0,0,0,0,1030,765
97.767,0.496,1.737,0,0,0,0,0,0,0,0,0,1021,734
98.744,0,1.256,0,0,0,0,0,92,543,0,0,1025,771
98,0.25,1.75,0,0,0,0,0,0,0,0,0,1024,756
98.5,0.5,1,0,0,0,0,24576,0,0,0,0,1036,745
97.75,1.5,0.75,0,0,0,0,196608,415,3768,0,0,1140,855
98.005,0.249,1.746,0,0,0,0,0,46,0,0,0,1023,783
97.229,1.008,1.511,0.252,0,0,10223616,0,13787,7674,0,0,1339,1225
98.015,0.496,1.489,0,0,0,4702208,0,92,543,0,0,1120,992
90.152,5.303,3.283,0.505,0,0.758,17620992,0,40915,22005,0,0,1858,1806
95.037,2.73,1.241,0.744,0,0.248,24838144,6291456,0,0,0,0,1498,1299
97.756,0.499,1.746,0,0,0,4718592,0,144,909,0,0,1114,1005
96.75,0.75,2.5,0,0,0,4456448,0,0,0,0,0,1119,1003
92.289,0.995,6.468,0.249,0,0,6291456,0,0,0,0,0,1181,1075
97.257,0.249,2.494,0,0,0,5242880,0,92,543,0,0,1157,1016
95.214,1.008,3.275,0.504,0,0,6029312,139264,323,3080,0,0,1211,1154
93.985,0.752,5.013,0,0,0.251,4980736,0,0,0,0,0,1134,1021
92.947,0.756,6.297,0,0,0,5242880,0,92,543,0,0,1176,1097
96.231,0,3.769,0,0,0,4980736,0,0,0,0,0,1139,1044
95.262,0.748,3.741,0.249,0,0,5505024,0,52,156,0,0,1157,1050
96.259,0.748,2.993,0,0,0,4718592,0,92,543,0,0,1165,1069
89.975,0.752,9.273,0,0,0,4980736,24576,0,0,0,0,1148,1084
96.241,0.251,3.509,0,0,0,6635520,0,0,0,0,0,1185,1087
96.259,0.499,3.242,0,0,0,5259264,0,92,543,0,0,1160,1068
95.718,1.008,3.275,0,0,0,4980736,0,0,0,0,0,1134,1036
90.704,0.251,8.543,0.251,0,0.251,5242880,0,0,0,0,0,1148,1076
93.766,0.748,5.486,0,0,0,4456448,0,559,3989,0,0,1144,1064
94.472,1.508,4.02,0,0,0,6029312,24576,0,0,0,0,1186,1085
95.489,1.003,3.509,0,0,0,5767168,0,0,0,0,0,1138,1015
95.226,0,4.774,0,0,0,5505024,0,138,543,0,0,1142,1010
95.771,0,4.229,0,0,0,4980736,0,0,0,0,0,1136,954
94,0.75,5.25,0,0,0,5505024,0,0,0,0,0,1136,993
53.553,0,46.447,0,0,0,1572864,0,92,543,0,0,835,737
56.061,0.758,43.182,0,0,0,2097152,32768,0,0,0,0,849,738
97.25,0.5,2.25,0,0,0,4718592,0,0,0,0,0,1123,1040
95.178,0.254,4.569,0,0,0,5242880,0,92,543,0,0,1132,1003
98,0.25,1.5,0.25,0,0,4980736,0,323,3219,0,0,1142,1035
98.504,0.249,0.998,0,0,0.249,5259264,0,0,0,0,0,1150,1056
97,1.25,1.5,0,0,0.25,5242880,32768,92,543,0,0,1168,1062
95.477,0.251,4.271,0,0,0,4980736,0,0,0,0,0,1134,1070
96.5,1.25,2.25,0,0,0,6029312,319488,0,0,0,0,1326,1171
98.747,0.752,0.501,0,0,0,4980736,0,144,909,0,0,1145,1042
97.007,0.998,1.746,0,0,0.249,4980736,0,78,0,0,0,1146,1065
98.75,0.5,0.75,0,0,0,6029312,57344,78,0,0,0,1169,1038
99.499,0,0.501,0,0,0,4718592,0,170,543,0,0,1128,992
96.75,1.5,1.75,0,0,0,5767168,16384,0,0,0,0,1163,1000
97.25,0.5,2,0,0,0.25,5505024,0,369,3225,0,0,1157,1049
98.75,0.5,0.75,0,0,0,4980736,0,92,543,0,0,1142,982
97.75,0.75,1,0,0,0.5,6029312,49152,0,0,0,0,1162,1016
95.75,1,3.25,0,0,0,5242880,0,46,0,0,0,1159,966
98.995,0,0.754,0,0,0.251,3334144,0,92,543,0,0,1120,951
97.25,0.75,2,0,0,0,2547712,0,0,0,0,0,1080,900
97.99,1.005,1.005,0,0,0,925696,0,0,0,0,0,1049,868
95.802,0.494,3.704,0,0,0,0,24576,92,543,0,0,1046,808
98.997,0.251,0.752,0,0,0,0,0,0,0,0,0,1030,750
97.015,0.498,2.488,0,0,0,0,0,0,0,0,0,1025,760
97,0.75,2.25,0,0,0,0,0,467,4134,0,0,1046,821
98.75,0.5,0.75,0,0,0,0,0,0,0,0,0,1036,776
98.015,0.496,1.489,0,0,0,0,24576,237,0,0,0,1044,772
97.25,0.75,2,0,0,0,0,0,92,543,0,0,1035,808
94.697,2.778,1.768,0.253,0,0.505,11689984,0,13787,7674,0,0,1506,1392
95.274,1.741,2.736,0,0,0.249,6692864,0,13623,7257,0,0,1359,1254
93.467,3.015,3.266,0,0,0.251,15949824,0,144,4599,0,0,1486,1430
91.228,3.759,3.759,0.752,0,0.501,26615808,172032,27246,10692,0,0,1868,1772
95.718,0.504,3.526,0,0,0.252,5505024,0,0,0,0,0,1132,1053
80.952,0.501,5.514,13.033,0,0,3932160,6209536,92,543,0,0,1182,1099
95.707,0.505,3.535,0,0,0.253,4718592,0,421,3080,0,0,1157,1159
90.773,1.496,7.731,0,0,0,5767168,0,0,0,0,0,1125,1091
93.451,0.504,6.045,0,0,0,4456448,139264,92,543,0,0,1133,1074
96.509,0.499,2.993,0,0,0,6291456,0,46,0,0,0,1143,1081
94.962,1.511,3.526,0,0,0,6029312,0,0,0,0,0,1140,1059
38.539,0,61.461,0,0,0,1310720,0,144,909,0,0,744,673
90.773,0.249,8.978,0,0,0,4456448,0,0,0,0,0,1086,992
98.25,0.25,1.5,0,0,0,4980736,0,52,156,0,0,1121,1025
96.985,0.754,2.01,0,0,0.251,5808128,24576,92,543,0,0,1159,1078
96.222,0.504,3.275,0,0,0,6070272,0,0,0,0,0,1148,1063
92.947,1.259,5.793,0,0,0,5767168,0,323,3080,0,0,1164,1046
96.231,0.503,3.266,0,0,0,5316608,0,92,543,0,0,1184,1110
96.259,0.499,3.242,0,0,0,4456448,0,0,0,0,0,1138,1054
95.431,0.508,3.807,0.254,0,0,5767168,0,0,0,0,0,1155,1073
94.236,0.752,5.013,0,0,0,4718592,24576,138,543,0,0,1167,1097
96.491,0,3.509,0,0,0,5505024,0,0,0,0,0,1158,1055
94.71,1.259,4.03,0,0,0,5242880,0,0,0,0,0,1152,1032
94.5,1,4.5,0,0,0,4718592,0,92,543,0,0,1114,1011
94.279,0,5.721,0,0,0,4456448,0,0,0,0,0,1098,997
97.25,0.5,2.25,0,0,0,5505024,32768,0,0,0,0,1140,1052
95.511,1.496,2.993,0,0,0,6029312,0,513,4122,0,0,1156,1032
95.729,0.251,4.02,0,0,0,4980736,0,0,0,0,0,1153,1012
97.99,0,2.01,0,0,0,4718592,0,0,0,0,0,1127,947
97.487,0,2.513,0,0,0,5505024,0,138,543,0,0,1152,974
48.75,0.75,49.75,0.75,0,0,2097152,32768,0,0,0,0,830,736
79.699,0.501,19.549,0,0,0.251,3407872,0,0,0,0,0,995,843
96.482,0.503,2.764,0.251,0,0,4718592,0,92,543,0,0,1147,1023
92.211,0.754,7.035,0,0,0,5505024,0,0,0,0,0,1113,945
99.25,0,0.75,0,0,0,5505024,0,0,0,0,0,1160,983
98.504,0.499,0.998,0,0,0,4718592,90112,92,543,0,0,1155,998
97.243,0.752,1.754,0,0,0.251,5767168,57344,323,3225,0,0,1170,998
99.244,0,0.756,0,0,0,5767168,0,0,0,0,0,1134,987
98.005,0.748,0.998,0,0,0.249,4980736,0,92,543,0,0,1094,961
98.005,0.249,1.746,0,0,0,5505024,0,0,0,0,0,1124,992
98.241,0.754,1.005,0,0,0,5767168,122880,0,0,0,0,1175,1018
98.237,1.008,0.756,0,0,0,4456448,49152,144,909,0,0,1129,1024
97.995,0.501,1.504,0,0,0,6029312,0,0,0,0,0,1169,1099
98,0.25,1.75,0,0,0,4456448,0,0,0,0,0,1108,948
98.489,0.756,0.756,0,0,0,3424256,0,92,543,0,0,1104,936
98.25,0.75,1,0,0,0,2621440,0,0,0,0,0,1057,893
97.243,1.253,1.504,0,0,0,2097152,0,369,3225,0,0,1091,952
97.75,1.5,0.75,0,0,0,655360,24576,92,543,0,0,1076,894
98.75,0.5,0.75,0,0,0,0,0,0,0,0,0,1028,737
97.022,0.248,2.481,0,0,0.248,0,0,46,0,0,0,1032,784
99.25,0,0.75,0,0,0,0,0,92,543,0,0,1035,761
97.75,0.5,1.75,0,0,0,0,0,0,0,0,0,1034,740
97.264,0.746,1.99,0,0,0,0,0,0,0,0,0,1042,779
95.545,0.743,3.218,0.248,0,0.248,2490368,24576,15849,8522,0,0,1250,1152
96.742,1.253,1.504,0,0,0.501,12599296,0,0,0,0,0,1380,1234
94.527,2.488,2.488,0,0,0.498,13508608,3129344,15333,7328,0,0,1556,1447
91.94,2.519,5.542,0,0,0,8380416,0,15488,11450,0,0,1522,1429
94.5,2,2.5,0,0,1,7921664,0,1970,383,0,0,1371,1180
93.25,3.5,3,0,0,0.25,17047552,270336,14761,7640,0,0,1895,1665
94.975,0.251,4.523,0.251,0,0,4243456,0,92,543,0,0,1192,1038
92.677,0.505,6.566,0,0,0.253,4751360,0,0,0,0,0,1213,1004
95.99,1.003,3.008,0,0,0,4489216,0,0,0,0,0,1227,1011
95.025,1.493,3.483,0,0,0,5488640,0,92,543,0,0,1292,1112
95.75,0.25,3.75,0,0,0.25,5488640,0,0,0,0,0,1267,1052
93.233,0.501,6.266,0,0,0,4997120,24576,0,0,0,0,1254,1087
95,0.5,4.5,0,0,0,4751360,0,92,543,0,0,1212,1041
96.5,0.25,3.25,0,0,0,4489216,0,369,3080,0,0,1248,1065
95.739,0.501,3.759,0,0,0,5038080,0,0,0,0,0,1267,1074
92.02,0.499,7.481,0,0,0,4513792,0,144,699,0,0,1232,1035
95.533,0.744,3.722,0,0,0,5496832,0,46,0,0,0,1272,1043
95.477,0.503,3.266,0,0,0.754,4751360,3334144,0,0,0,0,1395,1167
95.761,0.748,3.242,0,0,0.249,5259264,0,144,909,0,0,1253,1054
93.5,0.25,6.25,0,0,0,3997696,0,0,0,0,0,1216,1049
94.03,0.746,4.726,0.249,0,0.249,5505024,0,0,0,0,0,1293,1066
96.758,0.249,2.993,0,0,0,4767744,0,92,543,0,0,1262,998
46.056,0.763,52.926,0.254,0,0,1736704,131072,0,0,0,0,895,768
82.206,0.501,17.293,0,0,0,3506176,0,323,3213,0,0,1100,966
97.236,1.508,1.256,0,0,0,5488640,0,92,543,0,0,1269,1135
97,1.5,1.5,0,0,0,4734976,0,0,0,0,0,1211,1095
96.25,1.5,2.25,0,0,0,4530176,0,0,0,0,0,1196,1013
93.734,0.752,5.514,0,0,0,5005312,0,92,543,0,0,1232,1044
97.985,0.504,1.008,0,0,0.504,4997120,32768,0,0,0,0,1241,1050
98,0.25,1.75,0,0,0,5488640,0,0,0,0,0,1282,1077
96.526,1.489,1.489,0,0,0.496,4767744,0,92,543,0,0,1225,1080
94.236,0.752,4.511,0,0,0.501,5210112,0,0,0,0,0,1237,1078
97.494,0.251,2.005,0,0,0.251,4276224,0,0,0,0,0,1179,995
97,0.75,1.75,0,0,0.5,6012928,0,513,4134,0,0,1281,1086
98.259,0,1.244,0,0,0.498,4489216,32768,0,0,0,0,1231,1065
98.507,0.249,1.244,0,0,0,5226496,0,0,0,0,0,1255,1070
98.005,0.998,0.998,0,0,0,4997120,0,138,543,0,0,1236,1047
98.747,0.501,0.501,0,0,0.251,5267456,0,0,0,0,0,1276,1085
96.231,1.508,2.261,0,0,0,5464064,0,0,0,0,0,1321,1070
97.744,1.253,0.752,0,0,0.251,5013504,0,92,543,0,0,1266,1024
98.747,0.501,0.501,0,0,0.251,5242880,24576,0,0,0,0,1306,1065
97.27,0.248,2.481,0,0,0,4751360,0,0,0,0,0,1260,1059
98.489,0.504,1.008,0,0,0,5513216,0,92,543,0,0,1270,1029
97.99,1.005,0.754,0,0,0.251,4186112,0,323,3225,0,0,1210,1029
98.75,0.5,0.75,0,0,0,2457600,0,0,0,0,0,1147,944
96.482,0.754,2.764,0,0,0,2277376,0,92,543,0,0,1151,957
98.015,0.496,1.489,0,0,0,1720320,24576,0,0,0,0,1130,912
99,0.25,0.75,0,0,0,57344,0,0,0,0,0,1036,826
97.487,0.251,2.261,0,0,0,0,98304,144,909,0,0,1069,821
98,1,1,0,0,0,0,0,0,0,0,0,1038,775
98.5,0.75,0.75,0,0,0,0,0,0,0,0,0,1032,761
97.506,0.249,2.244,0,0,0,0,0,92,543,0,0,1043,797
98.75,0.5,0.75,0,0,0,0,49152,0,0,0,0,1028,758
92.982,3.008,3.509,0.251,0,0.251,8290304,106496,17305,17190,0,0,1612,1483
94.763,2.743,1.496,0.249,0,0.748,18333696,0,12062,2197,0,0,1988,1746
98.489,0,1.008,0,0,0.504,2211840,0,0,0,0,0,1151,1027
88.161,0.504,11.083,0.252,0,0,2703360,0,98,3978,0,0,1173,1039
74.372,0.503,25.126,0,0,0,2703360,0,92,543,0,0,1118,1043
55.216,0.509,40.458,3.562,0,0.254,3440640,5472256,52,3978,0,0,1307,1254
49.492,0,50,0,0,0.508,3440640,0,0,0,0,0,1122,1106
49.874,0.756,48.866,0.252,0,0.252,2727936,0,92,543,0,0,1090,1050
48.866,1.511,49.118,0.504,0,0,2924544,0,0,0,0,0,1062,978
49.49,0.51,49.745,0.255,0,0,2211840,0,0,0,0,0,1037,983
51.02,0,48.724,0.255,0,0,2711552,147456,467,3647,0,0,1088,993
49.495,0,50.505,0,0,0,2703360,0,52,156,0,0,1057,928
49.495,0,50.505,0,0,0,2457600,0,0,0,0,0,1037,893
51.263,0.253,48.485,0,0,0,2957312,0,92,543,0,0,1104,919
49.367,0.759,49.62,0.253,0,0,2703360,0,0,0,0,0,1056,949
49.873,0,49.873,0.253,0,0,2457600,24576,0,0,0,0,1062,1007
50.886,0.253,48.861,0,0,0,2949120,0,92,543,0,0,1107,1057
49.746,0,50.254,0,0,0,1728512,0,0,0,0,0,1020,1034
49.745,0.51,49.49,0.255,0,0,2949120,0,0,0,0,0,1089,1057
51.145,0,48.855,0,0,0,2719744,0,92,543,0,0,1032,1047
50,0.254,42.64,6.853,0,0.254,3121152,1204224,323,2738,0,0,1209,1068
48.99,0.758,50,0.253,0,0,1474560,0,46,0,0,0,953,902
50.761,0,49.239,0,0,0,983040,0,92,543,0,0,935,855
49.495,0,50,0.253,0,0.253,1482752,0,46,0,0,0,931,850
49.497,0.251,50,0.251,0,0,1474560,0,0,0,0,0,920,836
51.139,0,48.608,0.253,0,0,983040,90112,144,909,0,0,947,885
49.62,0,50.38,0,0,0,1474560,0,0,0,0,0,967,829
49.37,0.252,50.126,0.252,0,0,1228800,0,0,0,0,0,907,753
50.38,0,49.367,0,0,0.253,1228800,0,92,543,0,0,938,796
31.486,0,68.262,0.252,0,0,491520,0,0,0,0,0,676,574
45.363,0.251,54.135,0.251,0,0,737280,24576,323,2738,0,0,858,800
45.547,0,54.453,0,0,0,1720320,0,380,5475,0,0,971,918
25.316,0,74.684,0,0,0,983040,0,0,0,0,0,801,831
26.02,0.255,73.724,0,0,0,1507328,0,0,0,0,0,841,893
25.441,0,74.307,0.252,0,0,1474560,0,92,543,0,0,825,882
25.316,0,72.405,2.278,0,0,1228800,1826816,0,0,0,0,976,928
25.063,0.253,74.684,0,0,0,1228800,0,0,0,0,0,813,888
25.7,0,74.046,0.254,0,0,1720320,0,92,543,0,0,818,812
25.063,0.253,74.43,0.253,0,0,1228800,0,0,0,0,0,809,840
25.635,0.254,74.112,0,0,0,802816,0,0,0,0,0,791,885
25.765,0,73.98,0.255,0,0,0,90112,467,3476,0,0,778,845
25.127,0.254,74.619,0,0,0,0,0,46,0,0,0,720,754
25.381,0,74.619,0,0,0,0,0,0,0,0,0,708,774
25,0.505,74.495,0,0,0,0,0,138,543,0,0,721,858
25.445,0,74.555,0,0,0,0,0,0,0,0,0,732,782
25.316,0.253,74.43,0,0,0,0,32768,0,0,0,0,760,851
25.127,0.254,74.619,0,0,0,0,0,92,543,0,0,745,864
25.758,0,74.242,0,0,0,0,0,0,0,0,0,717,782
25.381,0,74.619,0,0,0,0,0,0,0,0,0,713,748
25.823,0,74.177,0,0,0,0,0,92,543,0,0,724,807
34.625,4.91,52.455,7.752,0,0.258,3153920,1753088,11429,14279,0,0,1794,2099
83.123,16.373,0.504,0,0,0,7913472,0,0,0,0,0,1676,1191
26.718,0,72.774,0.509,0,0,65536,0,92,543,0,0,638,543
76.179,19.851,2.73,0.496,0,0.744,9568256,0,0,0,0,0,1815,1235
76.768,15.404,7.576,0,0,0.253,6537216,0,0,0,0,0,1508,1076
25.815,0.501,73.434,0.251,0,0,0,122880,144,909,0,0,643,567
83.627,15.365,0.252,0.252,0,0.504,9551872,0,0,0,0,0,2007,1329
80.905,13.317,5.779,0,0,0,868352,0,0,0,0,0,1086,845
43.073,1.008,55.919,0,0,0,0,0,92,543,0,0,723,586
36.962,0.253,62.785,0,0,0,0,0,0,0,0,0,671,610
31.218,0,68.782,0,0,0,0,32768,0,0,0,0,662,587
26.01,0.253,73.737,0,0,0,0,0,138,543,0,0,641,589
35.233,2.591,57.772,0,0,4.404,0,0,41080,2814022,0,0,3009,692
33.166,4.271,59.296,0,0,3.266,8192,0,46384,2861250,0,0,3028,709
29.487,2.051,63.846,0,0,4.615,0,0,47822,3255441,0,0,3278,722
31.139,1.013,64.81,2.025,0,1.013,32768,245760,15174,1025628,0,0,1745,720
36.453,12.562,42.857,0.246,0,7.882,2670592,0,120184,8130468,0,0,7889,1114
29.442,2.03,67.766,0,0,0.761,0,0,10378,897987,0,0,1321,564
51.232,8.621,31.527,0.246,0,8.374,2916352,0,90388,6796804,0,0,6694,1124
50.376,12.281,26.316,0,0,11.028,4145152,0,125487,9180207,0,0,8926,1177
34.271,3.325,61.125,0.767,0,0.512,1417216,278528,11988,770060,0,0,1691,904
37.879,7.071,55.051,0,0,0,3080192,0,0,0,0,0,1082,903
40.909,8.586,50.505,0,0,0,1744896,0,0,0,0,0,991,869
32.134,7.198,50.643,0,0,10.026,0,0,143820,8930635,0,0,8795,930
25.693,0.504,73.804,0,0,0,0,0,0,0,0,0,651,580
18.681,4.121,69.231,0.824,0,7.143,0,163840,141960,8930092,0,0,8418,1040
9.596,1.01,89.394,0,0,0,0,0,993157,12835,0,0,894,995
4.847,0,95.153,0,0,0,0,0,5928,465229,0,0,1046,767
0,0,100,0,0,0,0,0,0,0,0,0,593,713
1.005,0,98.995,0,0,0,0,0,363,1125,0,0,629,748
6.281,3.518,87.94,2.261,0,0,450560,196608,4765,3023,0,0,898,1104
