Host:,pi00,,,,User:,daniel,,,,,,,
Cmdline:,dstat --output str_1W32B1R.log,,,,Date:,13 Jun 2015 02:55:05 PDT,,,,,,,
,,,,,,,,,,,,,
total cpu usage,,,,,,dsk/total,,net/total,,paging,,system,
usr,sys,idl,wai,hiq,siq,read,writ,recv,send,in,out,int,csw
25.432,1.235,72.593,0,0,0.741,0,0,90418,9229,0,0,1159,1180
19.951,0.985,78.571,0,0,0.493,0,0,72859,10692,0,0,1133,1122
46,3.25,50,0,0,0.75,0,49152,171231,517675,0,0,2304,2220
21.782,1.238,76.485,0,0,0.495,0,0,72401,11260,0,0,1213,1269
20.69,0.985,77.586,0,0,0.739,0,0,75808,8071,0,0,1103,1051
19.799,0.752,78.697,0,0,0.752,0,0,75866,7725,0,0,1103,1073
23.058,0.752,75.689,0,0,0.501,0,0,86039,7956,0,0,1117,1092
35.821,4.975,57.463,0,0,1.741,0,32768,136190,481397,0,0,2117,2087
17.706,0.748,81.297,0,0,0.249,0,0,62738,7804,0,0,1035,1107
23.81,0.752,75.188,0,0,0.251,0,0,88173,8242,0,0,1168,1133
23.632,0.995,75.373,0,0,0,0,0,85667,10275,0,0,1158,1113
20.741,0.988,77.531,0,0,0.741,0,0,77769,7179,0,0,1124,1077
38.832,2.03,57.36,0,0,1.777,0,32768,142000,488812,0,0,2139,2111
24.372,0.503,74.623,0,0,0.503,0,0,91493,8506,0,0,1170,1136
15.196,1.471,83.088,0,0,0.245,0,0,52890,7135,0,0,1027,1105
26.065,1.504,72.18,0,0,0.251,0,0,98588,8658,0,0,1189,1129
20.5,0.5,78.25,0,0,0.75,0,0,76066,9703,0,0,1183,1126
34.491,3.722,60.794,0,0,0.993,0,40960,121678,478928,0,0,2039,2146
18.362,1.241,79.901,0,0,0.496,0,98304,65964,8112,0,0,1075,1135
19.221,1.946,77.859,0,0,0.973,0,0,68816,8115,0,0,1143,1137
22.059,0.98,76.471,0,0,0.49,0,0,77980,7725,0,0,1156,1102
23.704,1.235,74.815,0,0,0.247,0,0,87747,9569,0,0,1221,1178
33.5,3.5,61,0,0,2,0,57344,128670,421886,0,0,1969,1932
20.099,1.737,77.916,0,0,0.248,0,0,75910,9806,0,0,1115,1179
23.284,0.98,75.245,0,0,0.49,0,0,78017,9915,0,0,1144,1161
23.116,1.256,74.121,0,0,1.508,0,0,91062,9234,0,0,1174,1166
20.792,1.98,76.98,0,0,0.248,0,0,78433,8038,0,0,1128,1128
41.667,3.676,54.167,0,0,0.49,0,32768,145749,484148,0,0,2144,1929
20.297,0.99,77.723,0,0,0.99,0,286720,78424,8116,0,0,1153,1119
23.75,1.75,74.25,0,0,0.25,0,0,87118,7307,0,0,1175,1123
27.431,0.249,71.571,0,0,0.748,0,0,103671,10583,0,0,1239,1161
23.775,0.98,74.755,0,0,0.49,0,0,80959,8845,0,0,1181,1140
41.538,3.846,53.333,0.256,0,1.026,0,65536,157388,517902,0,0,2249,1894
25.248,1.733,72.772,0,0,0.248,0,57344,92135,11468,0,0,1304,1239
21.782,0.743,77.475,0,0,0,0,0,72711,9710,0,0,1160,1141
23.869,0.503,75.126,0,0,0.503,0,0,88824,7621,0,0,1169,1112
23.775,2.206,73.775,0,0,0.245,0,0,88100,8555,0,0,1183,1117
36.946,3.941,56.65,0.246,0,2.217,0,32768,134358,527710,0,0,2147,1979
20.698,1.746,77.057,0,0,0.499,0,0,79920,6945,0,0,1140,1087
18.844,1.256,79.397,0,0,0.503,0,0,70339,7644,0,0,1086,1089
23.25,1,75.25,0,0,0.5,0,0,89377,8791,0,0,1165,1119
18.388,0.756,80.605,0,0,0.252,0,0,68581,9027,0,0,1102,1103
37.346,2.948,56.511,0,0,3.194,0,32768,137250,471783,0,0,2201,2119
16.99,1.456,81.068,0,0,0.485,0,0,58888,6321,0,0,1081,1110
21.106,1.256,77.387,0,0,0.251,0,0,80600,9744,0,0,1132,1137
18.137,0.245,81.618,0,0,0,0,0,56598,7566,0,0,1043,1076
29.31,1.232,68.227,0,0,1.232,0,0,136286,9338,0,0,1262,1075
44.275,3.308,51.654,0,0,0.763,0,32768,124815,510051,0,0,2218,2029
16.832,0.495,82.426,0,0,0.248,0,90112,55494,7020,0,0,1031,1084
28.715,0.504,70.781,0,0,0,0,0,102032,7725,0,0,1231,1137
17.588,1.005,81.407,0,0,0,0,0,63781,14796,0,0,1112,1056
18.317,1.733,79.703,0,0,0.248,0,0,61781,6942,0,0,980,1084
41.147,2.993,54.613,0,0,1.247,0,57344,147889,437488,0,0,1922,1823
25.862,1.232,72.66,0,0,0.246,0,0,71588,9313,0,0,1037,1169
23.116,2.513,73.869,0,0,0.503,0,0,83881,8822,0,0,1083,1135
20.25,1.75,78,0,0,0,0,0,70738,8013,0,0,997,1117
18.317,1.733,79.703,0,0,0.248,0,0,62381,7335,0,0,968,1051
36.725,4.715,57.568,0,0,0.993,0,32768,128535,511593,0,0,2098,2082
20.75,0.75,78.25,0,0,0.25,0,0,68899,8845,0,0,1087,1155
18.272,0.247,81.481,0,0,0,0,0,53366,5853,0,0,966,1049
26,0.75,73.25,0,0,0,0,0,85397,9257,0,0,1087,1148
13.151,0.993,85.608,0,0,0.248,0,0,44375,6218,0,0,962,1077
36.07,5.224,57.214,0,0,1.493,0,40960,137636,443576,0,0,2084,2065
20.195,1.703,78.102,0,0,0,0,327680,54796,8998,0,0,1068,1207
15.288,1.754,82.707,0,0,0.251,0,0,52295,6823,0,0,981,1115
22.195,1.496,76.06,0,0,0.249,0,0,74467,6633,0,0,1024,1085
22.03,0.99,76.98,0,0,0,0,0,68319,9544,0,0,1040,1138
32.323,3.283,62.374,0,0,2.02,0,65536,118794,482251,0,0,1967,2016
23.038,0.759,75.949,0,0,0.253,0,57344,73214,7986,0,0,1058,1132
18.919,0.983,79.361,0,0,0.737,0,0,52551,9102,0,0,983,1110
23.737,1.515,73.99,0,0,0.758,0,0,84543,6633,0,0,1022,1065
16.915,1.493,81.095,0,0,0.498,0,0,57628,7388,0,0,994,1076
34.343,3.283,61.869,0.253,0,0.253,0,32768,134759,470078,0,0,2139,2013
22.772,1.98,74.752,0,0,0.495,0,0,58548,8767,0,0,1044,1134
19.701,1.496,78.803,0,0,0,0,0,66108,10021,0,0,1010,1041
22.444,1.496,75.561,0,0,0.499,0,0,69298,9830,0,0,1042,1222
21.97,1.263,76.768,0,0,0,0,0,72982,8299,0,0,1007,1148
34.577,5.721,59.453,0,0,0.249,0,32768,125542,494095,0,0,2021,2129
24.939,1.222,73.594,0,0,0.244,0,98304,75889,8659,0,0,1070,1151
24.752,0.248,74.752,0,0,0.248,0,0,73373,7544,0,0,1018,1148
24.378,2.239,73.383,0,0,0,0,0,81988,7700,0,0,1066,1155
20.297,0.495,78.465,0,0,0.743,0,0,63507,9023,0,0,1022,1149
35.5,3.75,59.25,0,0,1.5,0,57344,126746,497085,0,0,2057,2114
25.061,1.46,73.236,0,0,0.243,0,0,76278,7336,0,0,1024,1097
20.596,1.737,77.667,0,0,0,0,0,71129,9837,0,0,1076,1182
16.79,1.728,81.235,0,0,0.247,0,0,55859,7594,0,0,1028,1119
17.337,0.251,82.412,0,0,0,0,0,54568,10121,0,0,1016,1084
36.364,3.931,59.214,0,0,0.491,0,32768,137556,456071,0,0,2072,2032
21.25,1.25,77.25,0,0,0.25,0,0,56774,9235,0,0,1030,1160
17.476,1.456,81.068,0,0,0,0,0,50286,8255,0,0,1000,1056
16.87,0.733,81.907,0,0,0.489,0,0,54242,11134,0,0,980,1158
24.876,1.493,73.383,0,0,0.249,0,0,72625,9366,0,0,1050,1168
35.91,3.242,59.352,0,0,1.496,0,32768,128711,482139,0,0,2001,1973
22.66,0.739,76.601,0,0,0,0,0,69542,8009,0,0,1033,1123
24.814,0.496,74.442,0,0,0.248,0,0,77457,8982,0,0,1082,1151
16.583,1.005,82.412,0,0,0,0,0,52445,8930,0,0,976,1108
17.91,0.746,81.343,0,0,0,0,0,52298,8561,0,0,972,1113
32.506,2.978,63.275,0,0,1.241,0,32768,110953,466932,0,0,2060,2147
21.516,1.222,77.262,0,0,0,0,352256,65019,8221,0,0,1055,1210
25.693,1.763,72.292,0,0,0.252,0,0,79730,9388,0,0,1059,1249
20.647,1.99,77.363,0,0,0,0,0,70639,7544,0,0,990,1193
16.296,3.21,80.494,0,0,0,0,0,52965,10363,0,0,994,1140
40.554,4.03,54.408,0,0,1.008,0,49152,146706,489294,0,0,2156,2101
22.333,0.744,76.923,0,0,0,0,40960,67183,9085,0,0,1062,1208
12.343,0.504,87.154,0,0,0,0,0,32329,8393,0,0,925,1110
15.802,1.235,82.716,0,0,0.247,0,0,48699,8218,0,0,939,1174
16.209,0.748,83.042,0,0,0,0,0,65315,9804,0,0,983,1136
40,4.198,54.074,0.247,0,1.481,0,32768,142332,476810,0,0,2161,2230
26.781,1.72,71.499,0,0,0,0,90112,70852,9135,0,0,1060,1222
27.295,0.744,71.96,0,0,0,0,0,76965,8465,0,0,1007,1144
17.122,0.744,82.134,0,0,0,0,0,62965,9442,0,0,982,1147
23.267,1.733,75,0,0,0,0,0,65719,9033,0,0,993,1151
37.093,4.762,56.892,0,0,1.253,0,57344,137769,540383,0,0,2135,2351
23.267,0.99,75.495,0,0,0.248,0,0,64160,8437,0,0,1029,1160
20.393,0.737,78.378,0,0,0.491,0,0,52390,10291,0,0,1023,1189
22.087,1.942,75.728,0,0,0.243,0,0,70669,7240,0,0,1001,1097
17.544,1.253,81.203,0,0,0,0,0,50308,9670,0,0,1028,1181
32.746,2.267,63.476,0,0,1.511,0,32768,131174,474985,0,0,2068,2203
21.446,2.41,76.145,0,0,0,0,0,51450,9298,0,0,1020,1178
15.212,0.998,83.292,0,0,0.499,0,0,67255,9910,0,0,971,1085
25.124,1.244,73.383,0,0,0.249,0,0,71294,9320,0,0,1037,1167
21.675,1.478,76.601,0,0,0.246,0,0,61124,8752,0,0,1003,1134
17.91,2.985,78.607,0,0,0.498,0,286720,69960,12804,0,0,1103,1269
