Host:,dell01,,,,User:,daniel,,,,,,,
Cmdline:,dstat --output str_1W32B1R.log,,,,Date:,13 Jun 2015 02:55:05 PDT,,,,,,,
,,,,,,,,,,,,,
total cpu usage,,,,,,dsk/total,,net/total,,paging,,system,
usr,sys,idl,wai,hiq,siq,read,writ,recv,send,in,out,int,csw
2.525,1.01,96.465,0,0,0,0,0,4526,2285,0,0,826,1176
13.333,1.538,84.615,0,0,0.513,0,69632,4063,2175,0,0,1698,2530
5.051,1.515,93.434,0,0,0,0,0,480320,88196,0,0,1092,1927
1.508,2.01,94.472,1.508,0,0.503,4096,0,4526,2285,0,0,973,1295
2.041,1.02,94.388,2.551,0,0,0,2654208,5332,2900,0,0,786,1053
9.596,1.01,89.394,0,0,0,0,0,5332,2900,0,0,762,1309
14.796,2.041,82.143,0.51,0,0.51,0,126976,4526,2391,0,0,1598,2542
4.082,1.531,94.388,0,0,0,0,0,486108,88589,0,0,1114,1742
3.518,1.005,95.477,0,0,0,0,0,5332,2964,0,0,706,1141
2.513,1.005,96.482,0,0,0,0,0,4381,1848,0,0,861,1208
2.02,2.02,95.455,0,0,0.505,0,0,5332,2900,0,0,924,1242
11.856,1.546,86.082,0.515,0,0,0,77824,4356,2245,0,0,1590,2550
5.612,2.551,91.837,0,0,0,0,0,477055,86990,0,0,1143,1903
1.01,1.515,97.475,0,0,0,0,0,3999,2175,0,0,872,1134
3.03,1.01,95.96,0,0,0,0,0,3999,2175,0,0,780,1126
5.102,0.51,94.388,0,0,0,0,0,4526,2285,0,0,813,1169
11.168,4.569,83.249,0.508,0,0.508,0,69632,5502,3144,0,0,1635,3037
3.59,1.026,95.385,0,0,0,0,0,421088,89167,0,0,1059,1514
2.051,0.513,97.436,0,0,0,0,0,5923,3010,0,0,831,1138
3.5,1.5,95,0,0,0,0,0,6690,3294,0,0,898,1483
1.531,1.531,96.429,0,0,0.51,0,0,7005,3933,0,0,899,1284
12.69,1.523,84.772,0.508,0,0.508,0,73728,4590,2285,0,0,1684,2577
6.566,1.515,91.919,0,0,0,0,0,481568,90068,0,0,1142,1861
1.531,0.51,96.939,1.02,0,0,4096,0,4679,2599,4096,0,808,1136
2.551,1.02,96.429,0,0,0,0,0,6199,3222,0,0,865,1193
1.531,1.02,97.449,0,0,0,4096,0,5672,3218,0,0,843,1163
10.66,2.538,75.127,11.675,0,0,716800,73728,4696,2457,77824,0,1769,2539
5.584,2.03,91.878,0,0,0.508,0,0,516094,89290,0,0,1247,2024
2.525,2.02,95.455,0,0,0,0,0,6665,3689,0,0,895,1225
1.026,0.513,98.462,0,0,0,0,0,5059,2787,0,0,861,1244
3.046,0.508,96.447,0,0,0,0,0,5935,3712,0,0,861,1270
11.224,2.041,86.224,0.51,0,0,0,94208,5332,2900,0,0,1733,2565
4.592,1.531,93.367,0,0,0.51,0,0,522985,89730,0,0,1042,1795
1.538,0,98.462,0,0,0,0,0,4334,3041,0,0,780,1129
2.525,1.01,96.465,0,0,0,0,8192,3807,2059,0,0,803,1082
3.03,1.01,95.96,0,0,0,0,0,5076,2566,0,0,840,1224
11.856,2.577,84.536,0.515,0,0.515,0,69632,5603,2138,0,0,1766,3063
4.523,2.513,92.965,0,0,0,0,0,465178,68249,0,0,1027,1610
1.538,0.513,97.949,0,0,0,0,0,3871,1521,0,0,866,1206
2.538,1.015,91.371,5.076,0,0,0,2949120,5939,2286,0,0,926,1254
2.02,1.515,96.465,0,0,0,0,0,3807,2059,0,0,807,1204
13.706,2.03,83.249,0.508,0,0.508,0,126976,5561,2098,0,0,1710,2740
4.082,1.02,94.898,0,0,0,0,0,503523,66174,0,0,969,1752
2.03,0.508,97.462,0,0,0,0,0,3807,1521,0,0,791,1099
2.041,0.51,97.449,0,0,0,0,0,5076,2028,0,0,841,1167
2.525,1.01,96.465,0,0,0,0,0,4334,1631,0,0,836,1147
9.744,3.077,85.128,1.538,0,0.513,4096,73728,4169,1723,4096,0,1592,2754
3.061,1.531,95.408,0,0,0,0,0,434237,112000,0,0,923,1432
3.015,1.508,94.975,0,0,0.503,0,0,6029,3074,4096,0,773,1203
1.538,0.513,97.436,0,0,0.513,4096,0,7256,3554,0,0,909,1309
2.551,0.51,96.939,0,0,0,0,0,6913,2900,0,0,754,1198
14.286,1.531,82.653,1.531,0,0,0,73728,4964,2349,0,0,1778,2778
6.667,1.026,92.308,0,0,0,0,0,511161,96242,0,0,1092,1853
2.01,2.01,95.98,0,0,0,0,0,6040,2900,0,0,753,1142
2.551,0.51,96.939,0,0,0,0,0,5216,2285,0,0,886,1154
2.02,1.01,96.97,0,0,0,0,0,7425,3625,0,0,819,1122
15.306,1.531,82.143,0.51,0,0.51,0,69632,3536,1520,0,0,1619,2809
3.59,1.026,95.385,0,0,0,0,0,438982,85356,0,0,1025,1535
2.01,1.005,96.482,0,0,0.503,0,0,5557,2900,0,0,768,1123
2.564,1.538,95.897,0,0,0,0,4096,5476,2463,0,0,964,1409
2.564,0.513,96.923,0,0,0,0,0,7069,3802,0,0,809,1151
15.578,3.518,80.905,0,0,0,0,90112,5729,2900,0,0,1682,2646
5.128,1.026,93.846,0,0,0,0,0,480576,91856,0,0,1035,1847
3.518,0.503,94.975,1.005,0,0,4096,0,7429,3799,4096,0,751,1208
2.513,1.508,95.98,0,0,0,0,8192,5569,2900,0,0,789,1086
2.03,0.508,96.954,0,0.508,0,0,0,5542,2900,0,0,835,1142
13,2.5,82,1.5,0,1,0,69632,4946,2285,0,0,1720,2625
9.137,1.015,89.34,0,0,0.508,0,0,465886,89826,0,0,916,1623
10.606,0.505,88.889,0,0,0,0,0,5446,2900,0,0,760,1259
37.186,1.508,61.307,0,0,0,0,0,7371,3510,0,0,879,1340
2.041,1.02,96.939,0,0,0,0,0,6971,3731,0,0,791,1147
18.687,3.03,60.606,17.677,0,0,0,77824,6641,2970,0,0,1406,2240
22.613,2.513,73.367,1.005,0,0.503,4096,0,494454,102815,0,0,1463,2429
1.538,0,98.462,0,0,0,0,0,5332,2900,0,0,866,1143
2.062,0.515,90.722,6.701,0,0,0,3260416,5332,2900,0,0,845,1159
1.02,0.51,98.469,0,0,0,0,0,5859,3010,0,0,765,1108
10.101,2.525,86.364,1.01,0,0,0,139264,3999,2175,0,0,1529,2284
12.308,1.026,86.667,0,0,0,0,0,495612,89912,0,0,1144,1868
2.03,1.015,96.954,0,0,0,0,0,5859,3010,0,0,778,1096
2.03,1.523,96.447,0,0,0,0,0,5251,2463,0,0,895,1328
2.03,1.015,96.954,0,0,0,0,0,5332,2900,0,0,755,1116
11.34,2.577,85.567,0.515,0,0,0,73728,5859,3010,0,0,1815,2789
4.569,1.015,94.416,0,0,0,0,0,450552,89088,0,0,1016,1453
0.508,1.523,97.97,0,0,0,0,0,5332,2964,0,0,808,1106
2.041,1.02,96.939,0,0,0,0,0,5859,3010,0,0,797,1145
2.03,1.015,96.954,0,0,0,0,0,6665,3625,0,0,842,1199
11.282,2.051,85.128,1.026,0,0.513,0,69632,7022,3695,0,0,1790,2809
3.571,1.531,94.388,0,0,0.51,0,0,481178,97310,0,0,1021,1857
2.513,1.508,95.98,0,0,0,0,0,5332,2900,0,0,799,1229
1.031,1.031,97.938,0,0,0,0,0,6520,3188,0,0,938,1206
2.551,0.51,96.939,0,0,0,0,0,5859,3010,0,0,815,1130
11.795,4.615,82.564,0.513,0,0.513,0,69632,5502,3038,0,0,1799,3027
3.571,2.041,94.388,0,0,0,0,0,466860,101649,0,0,1108,1772
1.026,1.026,97.949,0,0,0,0,0,7192,3735,0,0,871,1230
2.564,0.513,96.923,0,0,0,0,20480,6665,3625,0,0,862,1286
2.062,1.031,96.907,0,0,0,0,0,5332,2900,0,0,878,1369
12.183,2.03,84.264,1.015,0,0.508,0,69632,7192,3735,0,0,1811,2796
4.639,1.031,94.33,0,0,0,0,0,487155,101849,0,0,1192,1981
2.525,2.02,95.455,0,0,0,0,0,6665,3625,0,0,998,1351
2.525,1.515,95.96,0,0,0,0,4096,7458,3835,0,0,1044,1421
2.577,0.515,96.907,0,0,0,0,0,6665,3731,0,0,891,1339
12.371,2.062,84.536,0.515,0,0.515,0,69632,7031,3704,0,0,1926,2984
5.128,1.538,93.333,0,0,0,0,0,475807,107608,0,0,1283,2078
2.538,1.015,96.447,0,0,0,0,0,6675,3699,0,0,911,1382
2.03,1.015,96.447,0,0,0.508,0,0,6675,3635,0,0,928,1353
1.538,1.538,96.923,0,0,0,0,0,7202,3745,0,0,965,1325
14.141,2.02,82.828,1.01,0,0,0,69632,6675,3635,0,0,1853,2810
7.538,2.513,89.95,0,0,0,0,0,539869,112729,0,0,1362,2184
1.546,1.031,97.423,0,0,0,0,0,7202,3745,0,0,921,1312
2.062,0.515,91.237,6.186,0,0,0,3592192,7730,3924,0,0,949,1318
3.553,1.015,95.431,0,0,0,0,0,5388,3190,0,0,1000,1294
11.458,0.521,85.938,1.042,0,1.042,0,118784,7278,4181,0,0,1739,3060
5.699,1.554,92.746,0,0,0,0,0,469449,103983,0,0,1154,2065
2.538,0.508,96.954,0,0,0,0,0,6675,3635,0,0,902,1294
2.551,1.02,96.429,0,0,0,0,0,7202,3745,0,0,922,1272
1.026,1.538,97.436,0,0,0,0,0,6675,3635,0,0,864,1340
3.571,4.592,89.286,2.041,0,0.51,8192,135168,7032,3705,0,0,1031,1579
