t,value
1434196026,0.019639333089192707
1434196028,0.021648406982421875
1434196030,0.021993001302083332
1434196032,0.021993001302083332
1434196034,0.022000630696614582
1434196036,0.022017161051432293
1434196038,0.022046407063802082
1434196040,0.022088368733723957
1434196042,0.022120157877604168
1434196044,0.022129058837890625
1434196046,0.022167205810546875
1434196048,0.022167205810546875
1434196050,0.022212982177734375
1434196052,0.022220611572265625
1434196054,0.022220611572265625
1434196056,0.022321065266927082
1434196058,0.022356669108072918
1434196060,0.022364298502604168
1434196062,0.0223846435546875
1434196064,0.0223846435546875
1434196066,0.022412618001302082
1434196068,0.022458394368489582
1434196070,0.022482554117838543
1434196072,0.022482554117838543
1434196074,0.022490183512369793
1434196076,0.022497812906901043
1434196078,0.022586822509765625
1434196080,0.022586822509765625
1434196082,0.022586822509765625
1434196084,0.022646586100260418
1434196086,0.022646586100260418
1434196088,0.022646586100260418
1434196090,0.022646586100260418
1434196092,0.022655487060546875
1434196094,0.023729960123697918
1434196096,0.023729960123697918
1434196098,0.023764292399088543
1434196100,0.023764292399088543
1434196102,0.023782094319661457
1434196104,0.023793538411458332
1434196106,0.023793538411458332
1434196108,0.023804982503255207
1434196110,0.023804982503255207
1434196112,0.023829142252604168
1434196114,0.023983001708984375
1434196116,0.023983001708984375
1434196118,0.024073282877604168
1434196120,0.024073282877604168
1434196122,0.02411651611328125
