t,value
1434195855,0.19485557079315186
1434195857,0.210285484790802
1434195859,0.21344232559204102
1434195861,0.2154739499092102
1434195863,0.21548426151275635
1434195865,0.21614867448806763
1434195867,0.21842312812805176
1434195869,0.22033387422561646
1434195871,0.2233787178993225
1434195873,0.22339248657226562
1434195875,0.22343409061431885
1434195877,0.2234519124031067
1434195879,0.22353261709213257
1434195881,0.2235620617866516
1434195883,0.22357940673828125
1434195885,0.22384852170944214
1434195887,0.2238689661026001
1434195889,0.2238805890083313
1434195891,0.22391319274902344
1434195893,0.22393572330474854
1434195895,0.22396230697631836
1434195897,0.22397059202194214
1434195899,0.22397559881210327
1434195901,0.22399091720581055
1434195903,0.22400808334350586
1434195905,0.2240278124809265
1434195907,0.2240304946899414
1434195909,0.22406035661697388
1434195911,0.2241559624671936
1434195913,0.22417157888412476
1434195915,0.224204421043396
1434195917,0.22421526908874512
1434195919,0.22422820329666138
1434195921,0.22425353527069092
1434195923,0.22425860166549683
1434195925,0.22427737712860107
1434195927,0.22491371631622314
1434195929,0.22779899835586548
1434195931,0.23079359531402588
1434195933,0.23080289363861084
1434195935,0.2308329939842224
1434195937,0.23084354400634766
1434195939,0.23085248470306396
1434195941,0.23087120056152344
1434195943,0.23090767860412598
1434195945,0.2309216856956482
1434195947,0.23094236850738525
1434195949,0.23094749450683594
1434195951,0.23340123891830444
1434195953,0.2336045503616333
1434195955,0.23361563682556152
1434195957,0.2336956262588501
1434195959,0.2339457869529724
1434195961,0.23432773351669312
1434195963,0.23435252904891968
1434195965,0.23439466953277588
1434195967,0.23548442125320435
1434195969,0.23557192087173462
1434195971,0.23627853393554688
1434195973,0.23631936311721802
1434195975,0.23640167713165283
1434195977,0.23650860786437988
1434195979,0.23651212453842163
1434195981,0.23676633834838867
1434195983,0.23680651187896729
1434195985,0.23689651489257812
1434195987,0.23696553707122803
1434195989,0.2370007038116455
1434195991,0.2371007800102234
1434195993,0.23711413145065308
1434195995,0.23717212677001953
1434195997,0.23726630210876465
1434195999,0.23727887868881226
1434196001,0.23736226558685303
1434196003,0.2373744249343872
1434196005,0.2374114990234375
1434196007,0.23746079206466675
1434196009,0.23747777938842773
1434196011,0.23754239082336426
1434196013,0.23754698038101196
1434196015,0.23758143186569214
1434196017,0.23760294914245605
1434196019,0.2376040816307068
1434196021,0.23765236139297485
1434196023,0.23766076564788818
1434196025,0.23767858743667603
1434196027,0.23769551515579224
1434196029,0.23769962787628174
1434196031,0.23775452375411987
1434196033,0.2377893328666687
1434196035,0.2378394603729248
1434196037,0.2379423975944519
1434196039,0.2379699945449829
1434196041,0.23807412385940552
1434196043,0.23808103799819946
1434196045,0.23814493417739868
1434196047,0.23823100328445435
1434196049,0.23823201656341553
1434196051,0.23826879262924194
1434196053,0.238275408744812
1434196055,0.2383098006248474
1434196057,0.23835241794586182
1434196059,0.2383553385734558
1434196061,0.238386332988739
1434196063,0.23839056491851807
1434196065,0.23844337463378906
1434196067,0.23846721649169922
1434196069,0.23847830295562744
1434196071,0.2385672926902771
1434196073,0.23858827352523804
1434196075,0.2386077642440796
1434196077,0.2386617660522461
1434196079,0.2386629581451416
1434196081,0.23873525857925415
1434196083,0.23873525857925415
1434196085,0.2387661337852478
1434196087,0.23877716064453125
1434196089,0.23877817392349243
1434196091,0.23881208896636963
1434196093,0.23881298303604126
1434196095,0.23884069919586182
1434196097,0.2388477325439453
1434196099,0.23884868621826172
1434196101,0.23890340328216553
1434196103,0.23891061544418335
1434196105,0.23892945051193237
1434196107,0.2389335036277771
1434196109,0.23896390199661255
1434196111,0.23898160457611084
1434196113,0.23898160457611084
1434196115,0.23900753259658813
